"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 01 22:47:24 CEST 2023","Sat Apr 01 22:47:28 CEST 2023","4264","","Smoke test of search feature on www.google.es","","","","Visit www.google.es search for 'Apple' and check results are greater 100000",""
"passed","Sat Apr 01 22:47:18 CEST 2023","Sat Apr 01 22:47:24 CEST 2023","5542","","Smoke test of search feature on www.google.es","","","","Visit www.google.es search for 'Apple' and check results are not lower than 10000",""
